Test&untrained&finetuned& finetuned  additional & finetuned  deleted  dim 
weat3&0.2679366729947425&0.9308503628992798&0.48311650907982734&0.48311650907982734
weat3b&0.7166292140693752&0.5633957656555266&-0.8210383744581788&-0.8210383744581788
weat4&0.4921748218193316&0.9459445255799039&0.557285215446055&0.557285215446055
weat5&-0.3767410721966088&-0.971799708360932&0.3977195830927508&0.3977195830927508
weat5b&-0.6447543127928732&-0.5610380626650372&-0.8345205719911247&-0.8345205719911247
weat6&0.07876289715250576&-0.015225549557276724&-0.07189466861326795&-0.07189466861326795
weat6b&0.3155041207305362&-0.14773017650956088&0.05836742799885027&0.05836742799885027
weat7&0.4769496018445041&0.4785721952557483&-0.46867746550233225&-0.46867746550233225
weat7b&-0.10822951971423979&0.44422990619290104&-0.3310156106914571&-0.3310156106914571
weat8&-0.2441674813156792&0.4895557753535591&0.1612384538784902&0.1612384538784902
weat8b&0.3107944791229051&0.45136711380486016&0.01212384153569932&0.01212384153569932
angry_black_woman&0.4093397290784448&1.1340996891608282&0.6833309522970756&0.6833309522970756
angry_black_woman2&0.5013579968421944&0.10176432188800759&-1.1389239337157546&-1.1389239337157546
double_bind_competent&-0.299467502803191&0.012815788757782618&-0.07968431387041691&-0.07968431387041691
double_bind_likable&-0.3031046600365845&0.013233798128790603&0.009704887062287863&0.009704887062287863
